ts,container,cpu_pct,mem_used_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb,block_in_mb,block_out_mb,pids
2026-08-20T22:54:43Z,celmis-postgres,0.00,31.5,6928.38,0.45,6.25,5.68,5.05,32.7,11
2026-08-20T22:54:43Z,celmis-web,0.01,83.04,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:43Z,celmis-sandbox,0.04,43.34,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:43Z,celmis-qdrant,0.10,246.7,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:48Z,celmis-api,0.25,516.2,6928.38,7.45,69.3,8.44,26.7,308.0,16
2026-08-20T22:54:48Z,celmis-postgres,0.00,31.5,6928.38,0.45,6.26,5.68,5.05,32.7,11
2026-08-20T22:54:48Z,celmis-web,0.01,83.35,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:48Z,celmis-sandbox,0.04,43.34,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:48Z,celmis-qdrant,0.09,246.5,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:54Z,celmis-api,1.14,516.2,6928.38,7.45,69.3,8.44,26.7,308.0,16
2026-08-20T22:54:54Z,celmis-postgres,0.17,31.82,6928.38,0.46,6.26,5.69,5.05,32.7,11
2026-08-20T22:54:54Z,celmis-web,0.01,83.34,6928.38,1.20,0.56,0.68,15.0,0.0,12
2026-08-20T22:54:54Z,celmis-sandbox,0.04,43.34,3072.0,1.41,0.0,0.0,1.86,0.0,3
2026-08-20T22:54:54Z,celmis-qdrant,0.10,246.5,6928.38,3.56,0.04,0.02,71.5,0.01,25
2026-08-20T22:54:59Z,celmis-api,0.31,516.1,6928.38,7.45,69.3,8.44,26.7,308.0,16
2026-08-20T22:54:59Z,celmis-postgres,0.04,31.62,6928.38,0.46,6.26,5.69,5.05,32.7,11
